bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
	04-105-2B	04-105-2B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-105-2B_R1.fastq	04-105-2B_R2.fastq
	13-110-5G	13-110-5G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	13-110-5G_R1.fastq	13-110-5G_R2.fastq
	04-309-9G	04-309-9G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-309-9-G_R1.fastq	04-309-9-G_R2.fastq
	13-110-5T	13-110-5T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	13-110-5T_R1.fastq	13-110-5T_R2.fastq
	04-309-9T	04-309-9T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-309-9-T_R1.fastq	04-309-9-T_R2.fastq
	57-9-TI	57-9-TI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	57-9-TI_R1.fastq	57-9-TI_R2.fastq
	04-112-4T	04-112-4T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-112-4T_R1.fastq	04-112-4T_R2.fastq
	03-149-1TI	03-149-1TI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-149-1-TI_R1.fastq	03-149-1-TI_R2.fastq
	03-199-7SI	03-199-7SI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-199-7-SI_R1.fastq	03-199-7-SI_R2.fastq
	04-112-4G	04-112-4G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-112-4G_R1.fastq	04-112-4G_R2.fastq
	04-112-4B	04-112-4B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-112-4B_R1.fastq	04-112-4B_R2.fastq
	02-184-5B	02-184-5B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	02-184-5-B_R1.fastq	02-184-5-B_R2.fastq
	02-184-5G	02-184-5G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	02-184-5-G_R1.fastq	02-184-5-G_R2.fastq
	51-6-TI	51-6-TI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	51-6-TI_R1.fastq	51-6-TI_R2.fastq
	04-149-2G	04-149-2G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-149-2G_R1.fastq	04-149-2G_R2.fastq
	04-269-0T	04-269-0T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-269-0-T_R1.fastq	04-269-0-T_R2.fastq
	04-029-8G	04-029-8G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-029-8G_R1.fastq	04-029-8G_R2.fastq
	04-149-2B	04-149-2B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-149-2B_R1.fastq	04-149-2B_R2.fastq
	04-029-8B	04-029-8B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-029-8B_R1.fastq	04-029-8B_R2.fastq
	04-299-7G	04-299-7G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-299-7-G_R1.fastq	04-299-7-G_R2.fastq
	04-269-0G	04-269-0G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-269-0-G_R1.fastq	04-269-0-G_R2.fastq
	03-156-7SI	03-156-7SI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	03-156-7-SI_R1.fastq	03-156-7-SI_R2.fastq
	04-149-2T	04-149-2T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-149-2T_R1.fastq	04-149-2T_R2.fastq
	04-062-8T	04-062-8T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-062-8T_R1.fastq	04-062-8T_R2.fastq
	04-094-1G	04-094-1G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-094-1G_R1.fastq	04-094-1G_R2.fastq
	04-098-2T	04-098-2T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-098-2-T_R1.fastq	04-098-2-T_R2.fastq
	04-094-1B	04-094-1B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-094-1B_R1.fastq	04-094-1B_R2.fastq
	04-062-8B	04-062-8B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-062-8B_R1.fastq	04-062-8B_R2.fastq
	04-062-8G	04-062-8G	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-062-8G_R1.fastq	04-062-8G_R2.fastq
	04-094-1T	04-094-1T	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-094-1T_R1.fastq	04-094-1T_R2.fastq
	04-098-2B	04-098-2B	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	04-098-2-B_R1.fastq	04-098-2-B_R2.fastq
	13-058-2SI	13-058-2SI	Aerodigestive microbiome: 16S sequencing of oropharyngeal, gastric, and BAL samples	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	Samples suspended in Tris-Saline buffer were centrifuged for 3 minutes at 10,000 rcf. DNA was extracted from the sample pellet with the Qiagen DNeasy PowerSoil Kit, with the following modifications: protein precipitation in one step using 100 μL of each C2 and C3 solutions, and column centrifugation at 10,000 rcf for 10 minutes.	fastq	13-058-2SI_R1.fastq	13-058-2SI_R2.fastq
